sex,age,Age_class,race_class,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,Reoffending_Likelihood
Male,26,Adult,White,0,7,0,0,1,F,7,Medium,6,Medium,1,2,140,2
Male,37,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,28,1110,1
Male,24,Young,Other,0,2,0,0,0,M,2,Low,3,Low,0,1,741,1
Male,40,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,1,1105,1
Male,60,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,1185,1
Female,33,Adult,Other,0,2,0,0,0,F,2,Low,1,Low,0,0,1032,1
Male,31,Adult,Other,0,9,0,1,6,F,9,High,8,High,6,0,1122,1
Male,53,Adult,Other,0,2,0,0,18,F,2,Low,1,Low,18,1,938,1
Male,55,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,737,1
Male,36,Adult,White,0,6,0,0,4,M,6,Medium,4,Low,4,0,737,1
Male,30,Adult,Other,0,9,0,0,6,F,9,High,7,Medium,6,17,72,2
Male,21,Young,Other,0,7,0,0,1,F,7,Medium,8,High,1,0,29,2
Male,55,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,846,1
Male,22,Young,White,0,3,0,0,1,F,3,Low,5,Medium,1,0,9,2
Female,23,Young,Other,0,3,0,0,1,F,3,Low,4,Low,1,0,1123,1
Female,24,Young,White,0,8,0,1,7,M,8,High,7,Medium,7,0,158,2
Female,40,Adult,Other,0,10,0,0,13,F,10,High,9,High,13,0,31,2
Male,57,Adult,White,0,4,0,0,9,F,4,Low,1,Low,9,58,174,2
Male,33,Adult,White,0,3,0,0,0,M,3,Low,2,Low,0,0,595,2
Male,32,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,1,138,1
Male,47,Adult,White,0,2,0,0,3,F,2,Low,1,Low,3,12,224,1
Male,51,Adult,White,0,1,0,0,6,M,1,Low,1,Low,6,0,11,2
Male,22,Young,Other,0,6,1,0,1,F,6,Medium,7,Medium,1,0,966,1
Male,47,Adult,White,0,1,0,0,2,F,1,Low,2,Low,2,1,771,1
Male,28,Adult,White,0,1,0,0,1,F,1,Low,2,Low,1,0,327,2
Male,21,Young,Other,0,10,0,1,1,F,10,High,9,High,1,0,117,2
Male,28,Adult,Other,0,8,0,0,5,F,8,High,4,Low,5,34,108,1
Female,44,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,6,417,2
Male,25,Young,Other,0,4,0,0,0,F,4,Low,3,Low,0,3,458,2
Male,34,Adult,Other,0,2,0,0,4,M,2,Low,2,Low,4,0,779,1
Male,65,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,21,1
Male,33,Adult,White,0,6,0,0,5,F,6,Medium,6,Medium,5,119,516,2
Female,23,Young,White,0,3,0,0,0,M,3,Low,3,Low,0,0,1104,1
Female,44,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,795,1
Male,21,Young,Other,1,8,0,0,1,F,8,High,9,High,1,0,87,2
Male,24,Young,Other,0,3,0,0,1,M,3,Low,5,Medium,1,0,1165,1
Male,51,Adult,White,0,2,0,0,1,M,2,Low,1,Low,1,0,852,1
Female,21,Young,Other,0,8,0,0,0,F,8,High,7,Medium,0,1,398,2
Male,39,Adult,White,0,6,0,0,6,F,6,Medium,2,Low,6,0,927,1
Male,29,Adult,Other,0,8,0,0,29,F,8,High,9,High,29,4,4,2
Male,24,Young,White,0,6,0,0,1,F,6,Medium,4,Low,1,0,850,1
Female,23,Young,Other,0,5,0,0,0,F,5,Medium,5,Medium,0,1,340,2
Male,31,Adult,Other,0,10,0,2,11,F,10,High,7,Medium,11,0,377,2
Female,35,Adult,Other,0,2,0,0,0,M,2,Low,1,Low,0,0,830,1
Male,30,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,846,1
Male,34,Adult,White,0,7,0,0,8,F,7,Medium,4,Low,8,0,735,1
Female,39,Adult,Other,0,6,0,0,4,F,6,Medium,1,Low,4,0,700,1
Male,29,Adult,Other,0,2,0,0,6,M,2,Low,2,Low,6,0,702,1
Male,51,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,908,1
Male,22,Young,White,0,7,0,1,1,F,7,Medium,5,Medium,1,236,1051,1
Male,29,Adult,White,0,2,0,0,2,F,2,Low,3,Low,2,0,875,1
Male,35,Adult,White,0,8,0,0,8,F,8,High,4,Low,8,0,640,2
Male,32,Adult,White,0,2,0,0,6,F,2,Low,3,Low,6,2,52,2
Male,33,Adult,White,0,4,0,0,3,M,4,Low,3,Low,3,0,80,2
Male,58,Adult,White,0,3,0,0,5,F,3,Low,1,Low,5,0,22,2
Male,54,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,27,1135,1
Male,30,Adult,Other,0,2,0,0,3,F,2,Low,2,Low,3,0,477,1
Male,33,Adult,Other,0,9,0,0,2,F,9,High,5,Medium,2,27,755,2
Male,24,Young,Other,0,3,0,0,0,F,3,Low,5,Medium,0,0,63,2
Male,48,Adult,Other,0,4,0,0,10,F,4,Low,1,Low,10,175,913,1
Male,23,Young,Other,0,8,0,0,0,M,8,High,7,Medium,0,2,859,1
Male,23,Young,White,0,7,0,0,2,F,7,Medium,6,Medium,2,14,28,2
Male,47,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,1,53,1
Male,21,Young,Other,0,4,0,0,0,F,4,Low,6,Medium,0,1,536,1
Male,29,Adult,Other,0,9,0,0,0,M,9,High,10,High,0,1,72,2
Male,48,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,766,1
Male,37,Adult,White,0,4,0,0,4,M,4,Low,4,Low,4,82,213,2
Male,50,Adult,White,0,3,0,0,3,F,3,Low,1,Low,3,13,1100,1
Male,19,Young,Other,0,8,0,0,3,F,8,High,8,High,3,1,61,2
Male,39,Adult,White,0,3,0,0,2,M,3,Low,1,Low,2,0,844,1
Male,49,Adult,Other,2,3,0,0,13,F,3,Low,2,Low,13,0,1155,1
Male,58,Adult,White,0,5,0,0,2,F,5,Medium,2,Low,2,4,770,1
Male,31,Adult,Other,0,8,0,0,6,F,8,High,6,Medium,6,0,45,1
Male,23,Young,Other,0,7,0,2,1,M,7,Medium,5,Medium,1,0,870,1
Female,23,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,1,196,2
Male,31,Adult,White,0,8,0,0,17,F,8,High,8,High,17,0,109,2
Male,33,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,83,499,2
Male,57,Adult,White,0,2,0,0,6,F,2,Low,2,Low,6,0,919,1
Female,31,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,0,837,1
Male,57,Adult,Other,0,6,0,0,19,F,6,Medium,1,Low,19,2,326,1
Male,57,Adult,White,0,5,0,0,12,M,5,Medium,1,Low,12,3,210,1
Male,29,Adult,Other,0,7,0,0,6,M,7,Medium,4,Low,6,0,512,2
Male,30,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,635,2
Male,45,Adult,Other,0,3,0,0,11,F,3,Low,3,Low,11,0,838,1
Male,42,Adult,White,0,5,0,0,0,F,5,Medium,2,Low,0,0,838,1
Male,48,Adult,Other,0,2,0,0,7,F,2,Low,2,Low,7,0,1052,1
Male,29,Adult,Other,0,8,2,0,12,F,8,High,5,Medium,12,12,172,2
Male,23,Young,White,0,4,0,0,0,F,4,Low,5,Medium,0,0,521,1
Female,28,Adult,White,0,2,0,0,0,F,2,Low,2,Low,0,0,851,1
Male,41,Adult,Other,0,7,0,0,3,F,7,Medium,3,Low,3,0,1096,1
Male,25,Young,Other,0,2,0,0,1,M,2,Low,3,Low,1,0,296,2
Female,34,Adult,White,0,5,0,0,3,M,5,Medium,2,Low,3,9,970,1
Male,53,Adult,Other,0,5,0,0,26,F,5,Medium,4,Low,26,0,31,2
Female,28,Adult,Other,0,3,0,0,1,F,3,Low,3,Low,1,0,653,2
Male,27,Adult,Other,0,2,0,0,0,F,2,Low,4,Low,0,0,840,1
Male,39,Adult,Other,0,4,0,0,4,F,4,Low,2,Low,4,40,907,1
Female,55,Adult,White,0,4,0,0,6,F,4,Low,1,Low,6,0,1001,1
Male,27,Adult,Other,0,5,0,0,4,F,5,Medium,6,Medium,4,50,236,2
Male,30,Adult,White,0,10,0,1,7,F,10,High,8,High,7,0,124,2
Male,31,Adult,Other,3,10,0,1,15,M,10,High,4,Low,15,4,16,2
Male,20,Young,Other,0,9,0,1,1,M,9,High,8,High,1,0,4,2
Male,26,Adult,White,0,9,0,0,2,F,9,High,8,High,2,0,95,2
Male,44,Adult,Other,0,5,0,0,7,F,5,Medium,5,Medium,7,0,246,2
Male,33,Adult,Other,0,10,0,0,17,F,10,High,10,High,17,0,388,2
Male,34,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,647,2
Male,27,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,0,954,1
Male,21,Young,Other,0,7,0,1,1,F,7,Medium,6,Medium,1,0,333,2
Male,29,Adult,Other,0,2,0,0,4,F,2,Low,2,Low,4,0,162,1
Male,27,Adult,Other,0,6,0,0,7,F,6,Medium,4,Low,7,4,951,1
Female,24,Young,White,0,8,0,0,0,F,8,High,5,Medium,0,1,440,1
Male,29,Adult,Other,0,5,0,0,0,F,5,Medium,4,Low,0,0,306,2
Male,20,Young,White,0,3,0,0,0,F,3,Low,6,Medium,0,0,933,1
Female,23,Young,White,0,3,0,0,0,F,3,Low,3,Low,0,0,537,1
Female,48,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1185,1
Male,34,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,695,2
Male,46,Adult,Other,0,6,0,0,1,M,6,Medium,4,Low,1,0,472,2
Female,41,Adult,White,0,5,0,0,3,F,5,Medium,2,Low,3,0,954,1
Male,26,Adult,Other,0,6,0,0,3,F,6,Medium,4,Low,3,0,35,2
Male,37,Adult,Other,0,8,0,0,11,F,8,High,6,Medium,11,0,48,2
Female,54,Adult,White,0,5,0,0,7,F,5,Medium,2,Low,7,0,805,1
Female,25,Young,Other,0,10,0,0,5,M,10,High,9,High,5,0,1088,1
Female,22,Young,White,0,3,0,0,2,F,3,Low,4,Low,2,0,833,1
Male,32,Adult,Other,0,1,0,0,7,F,1,Low,1,Low,7,0,739,1
Male,44,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,492,1
Male,28,Adult,Other,0,1,0,0,1,F,1,Low,2,Low,1,0,953,1
Male,60,Adult,Other,0,1,0,0,3,M,1,Low,1,Low,3,0,838,1
Male,49,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,1143,1
Male,32,Adult,Other,0,4,0,0,9,F,4,Low,3,Low,9,0,914,1
Male,30,Adult,Other,0,4,0,0,10,M,4,Low,5,Medium,10,2,54,2
Male,52,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,1171,1
Female,27,Adult,Other,0,10,0,0,1,M,10,High,9,High,1,0,769,1
Male,34,Adult,Other,0,10,0,0,0,F,10,High,9,High,0,1,809,1
Male,55,Adult,Other,0,4,0,0,5,F,4,Low,1,Low,5,3,29,2
Male,37,Adult,Other,0,6,0,0,6,M,6,Medium,5,Medium,6,0,938,1
Male,33,Adult,Other,0,7,0,0,0,M,7,Medium,7,Medium,0,0,1137,1
Male,22,Young,Other,0,6,0,0,0,F,6,Medium,6,Medium,0,0,469,2
Female,27,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,1,1066,1
Male,20,Young,Other,0,5,0,2,0,F,5,Medium,7,Medium,0,0,174,2
Male,33,Adult,White,0,2,0,0,0,F,2,Low,2,Low,0,53,1078,1
Male,26,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,1,786,1
Male,29,Adult,Other,0,5,0,0,0,M,5,Medium,2,Low,0,1,1145,1
Male,32,Adult,Other,0,3,0,0,1,M,3,Low,4,Low,1,0,1131,1
Male,37,Adult,White,0,1,0,0,4,M,1,Low,1,Low,4,1,1147,1
Male,31,Adult,Other,0,10,0,0,15,F,10,High,7,Medium,15,104,477,1
Male,29,Adult,Other,0,8,0,0,6,F,8,High,4,Low,6,0,97,2
Male,31,Adult,Other,0,4,0,0,6,F,4,Low,2,Low,6,41,214,1
Female,36,Adult,White,0,3,0,0,2,F,3,Low,3,Low,2,1,870,1
Male,35,Adult,Other,0,6,0,0,4,M,6,Medium,7,Medium,4,0,852,1
Female,37,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,767,1
Male,34,Adult,White,0,2,0,0,5,M,2,Low,4,Low,5,5,27,2
Male,20,Young,White,0,5,0,0,1,M,5,Medium,7,Medium,1,0,576,2
Female,50,Adult,Other,0,6,0,0,12,M,6,Medium,3,Low,12,0,316,2
Male,24,Young,White,0,9,0,2,8,F,9,High,10,High,8,0,12,2
Male,29,Adult,Other,0,9,1,0,8,M,9,High,5,Medium,8,0,211,2
Female,45,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1015,1
Male,34,Adult,White,0,7,0,0,2,F,7,Medium,6,Medium,2,0,83,2
Male,70,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1124,1
Male,26,Adult,Other,0,4,0,0,2,F,4,Low,4,Low,2,0,607,1
Male,23,Young,Other,1,9,0,0,4,F,9,High,9,High,4,2,496,1
Male,27,Adult,White,0,4,0,0,5,M,4,Low,3,Low,5,0,820,1
Male,44,Adult,White,0,6,0,0,6,F,6,Medium,2,Low,6,118,794,2
Male,23,Young,Other,0,3,0,0,2,M,3,Low,4,Low,2,0,275,2
Male,26,Adult,Other,0,5,0,0,0,M,5,Medium,3,Low,0,0,731,1
Female,23,Young,White,0,6,0,0,2,M,6,Medium,4,Low,2,0,1121,1
Male,27,Adult,Other,0,9,0,0,3,F,9,High,7,Medium,3,7,698,2
Female,46,Adult,White,0,2,0,0,1,F,2,Low,1,Low,1,24,1106,1
Female,27,Adult,Other,1,5,0,0,1,F,5,Medium,4,Low,1,27,1059,1
Male,45,Adult,White,0,2,0,0,7,F,2,Low,2,Low,7,0,1135,1
Male,42,Adult,Other,0,5,0,0,1,M,5,Medium,2,Low,1,0,893,1
Female,24,Young,White,0,5,1,0,3,M,5,Medium,5,Medium,3,0,26,2
Male,20,Young,Other,1,8,1,1,2,F,8,High,7,Medium,2,1,644,2
Male,49,Adult,White,0,4,0,0,3,F,4,Low,2,Low,3,0,198,1
Male,29,Adult,White,0,9,0,0,8,M,9,High,7,Medium,8,0,149,2
Male,29,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,0,900,1
Female,52,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,36,1
Male,37,Adult,Other,0,1,0,0,4,M,1,Low,1,Low,4,1,9,2
Male,26,Adult,Other,0,3,0,0,1,M,3,Low,4,Low,1,6,852,1
Male,53,Adult,Other,0,1,0,0,15,F,1,Low,2,Low,15,80,153,2
Male,47,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,799,1
Male,38,Adult,Other,0,8,0,0,0,M,8,High,8,High,0,748,771,2
Male,25,Young,Other,0,6,0,0,1,F,6,Medium,6,Medium,1,0,1176,1
Male,21,Young,Other,1,10,0,0,1,F,10,High,9,High,1,5,81,2
Male,48,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,1098,1
Female,40,Adult,White,0,2,0,0,1,F,2,Low,1,Low,1,0,200,1
Female,24,Young,Other,0,3,0,0,0,F,3,Low,3,Low,0,0,836,1
Male,22,Young,Other,0,4,0,0,0,F,4,Low,5,Medium,0,0,308,2
Male,36,Adult,Other,0,8,0,0,4,M,8,High,5,Medium,4,0,1100,1
Male,38,Adult,White,0,2,0,0,2,M,2,Low,1,Low,2,28,717,1
Male,23,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,3,379,2
Male,54,Adult,Other,0,1,0,0,2,M,1,Low,1,Low,2,0,892,1
Male,24,Young,Other,0,4,0,0,1,F,4,Low,4,Low,1,11,1166,1
Female,44,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,369,2
Female,23,Young,Other,0,7,0,0,2,F,7,Medium,7,Medium,2,0,299,2
Male,64,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,884,1
Male,38,Adult,White,0,5,0,0,5,M,5,Medium,2,Low,5,0,38,2
Female,45,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,956,1
Male,49,Adult,Other,0,5,0,0,1,F,5,Medium,6,Medium,1,4,904,1
Female,45,Adult,Other,0,7,0,0,3,F,7,Medium,2,Low,3,0,974,1
Male,33,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,761,1
Male,44,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,0,1099,1
Male,51,Adult,Other,0,1,0,0,3,F,1,Low,1,Low,3,2,934,1
Male,50,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,1,402,1
Male,33,Adult,White,0,2,2,0,2,M,2,Low,2,Low,2,0,903,1
Female,54,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,29,806,1
Male,28,Adult,Other,0,5,0,0,3,F,5,Medium,3,Low,3,0,97,2
Male,33,Adult,White,0,9,0,1,14,F,9,High,8,High,14,0,278,1
Male,42,Adult,Other,0,7,0,0,17,M,7,Medium,4,Low,17,51,389,2
Male,34,Adult,White,0,1,0,0,3,F,1,Low,1,Low,3,0,891,1
Male,38,Adult,White,0,3,0,0,2,F,3,Low,3,Low,2,8,42,2
Male,21,Young,Other,0,9,0,0,1,F,9,High,8,High,1,0,105,2
Male,33,Adult,Other,0,4,0,0,5,F,4,Low,2,Low,5,0,909,1
Male,32,Adult,Other,0,7,0,1,9,M,7,Medium,4,Low,9,22,243,2
Male,45,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,1,821,1
Male,30,Adult,White,0,8,0,0,1,F,8,High,6,Medium,1,33,36,2
Female,29,Adult,Other,0,10,0,0,0,F,10,High,7,Medium,0,1,778,1
Male,44,Adult,Other,0,3,0,0,3,M,3,Low,1,Low,3,0,1063,1
Female,51,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,7,197,2
Female,28,Adult,Other,0,3,0,0,0,F,3,Low,3,Low,0,0,793,1
Male,27,Adult,White,0,3,0,0,1,F,3,Low,2,Low,1,0,821,1
Male,28,Adult,Other,0,10,0,0,16,F,10,High,8,High,16,28,119,2
Female,30,Adult,Other,0,2,0,0,0,F,2,Low,3,Low,0,0,738,1
Male,32,Adult,Other,0,7,0,0,0,M,7,Medium,2,Low,0,1,1086,1
Male,27,Adult,White,0,4,0,0,5,F,4,Low,3,Low,5,0,952,1
Male,21,Young,Other,0,5,0,0,1,F,5,Medium,7,Medium,1,1,125,2
Male,21,Young,Other,0,5,0,0,0,F,5,Medium,7,Medium,0,1,672,1
Female,34,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,62,557,2
Male,24,Young,Other,0,9,0,0,7,F,9,High,6,Medium,7,199,292,2
Male,32,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,18,1089,1
Female,38,Adult,White,0,6,0,0,5,F,6,Medium,4,Low,5,41,156,2
Male,56,Adult,Other,0,1,0,0,3,M,1,Low,1,Low,3,0,778,1
Female,44,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1133,1
Male,31,Adult,Other,0,5,0,0,1,M,5,Medium,2,Low,1,0,79,2
Female,25,Young,White,0,7,0,0,6,F,7,Medium,4,Low,6,24,1046,1
Female,20,Young,Other,0,5,0,0,0,M,5,Medium,7,Medium,0,0,934,1
Male,35,Adult,Other,0,5,0,0,1,M,5,Medium,5,Medium,1,1,820,1
Male,33,Adult,Other,0,4,0,0,1,F,4,Low,3,Low,1,0,500,2
Male,24,Young,Other,0,3,0,0,0,M,3,Low,4,Low,0,0,789,1
Female,40,Adult,Other,0,2,0,0,2,M,2,Low,1,Low,2,0,914,1
Male,27,Adult,Other,0,9,0,0,9,F,9,High,8,High,9,0,77,2
Female,21,Young,Other,0,3,0,0,2,M,3,Low,5,Medium,2,0,807,1
Male,38,Adult,Other,0,5,0,0,9,F,5,Medium,4,Low,9,1,35,2
Male,20,Young,White,0,6,0,1,0,F,6,Medium,9,High,0,0,169,2
Male,30,Adult,Other,0,3,0,0,9,F,3,Low,2,Low,9,0,643,2
Male,36,Adult,White,0,6,0,0,9,F,6,Medium,4,Low,9,233,356,2
Male,23,Young,Other,0,9,0,0,2,M,9,High,9,High,2,7,699,2
Male,39,Adult,Other,0,10,0,0,21,F,10,High,8,High,21,0,196,2
Male,32,Adult,Other,0,6,0,0,3,M,6,Medium,3,Low,3,0,1133,1
Male,29,Adult,White,0,6,0,0,3,F,6,Medium,3,Low,3,0,268,2
Male,58,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,11,2
Male,23,Young,Other,0,7,0,1,2,F,7,Medium,5,Medium,2,34,1071,1
Male,23,Young,White,0,8,0,0,3,M,8,High,6,Medium,3,25,57,2
Female,68,Adult,Other,0,2,0,0,5,F,2,Low,1,Low,5,0,893,1
Female,26,Adult,White,0,5,0,0,2,M,5,Medium,4,Low,2,0,1074,1
Male,51,Adult,Other,0,4,0,0,0,F,4,Low,1,Low,0,0,24,2
Male,25,Young,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,777,1
Male,40,Adult,Other,0,9,0,0,5,F,9,High,10,High,5,305,774,2
Male,51,Adult,Other,0,5,0,0,14,F,5,Medium,2,Low,14,0,538,1
Male,27,Adult,Other,0,5,0,0,2,M,5,Medium,3,Low,2,14,22,2
Male,49,Adult,Other,0,5,0,0,11,M,5,Medium,4,Low,11,31,520,2
Male,36,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,2,800,1
Male,28,Adult,White,0,7,0,0,5,M,7,Medium,6,Medium,5,0,851,1
Male,20,Young,Other,0,3,0,0,0,F,3,Low,6,Medium,0,0,969,1
Male,21,Young,Other,0,10,0,0,2,F,10,High,6,Medium,2,86,251,2
Female,31,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,1,933,1
Male,57,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,1040,1
Female,61,Adult,White,0,3,0,0,8,F,3,Low,1,Low,8,31,135,2
Male,35,Adult,Other,0,1,0,0,3,F,1,Low,2,Low,3,0,498,2
Male,54,Adult,Other,0,6,0,0,3,F,6,Medium,3,Low,3,1,67,2
Male,39,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,0,743,1
Male,24,Young,Other,0,7,1,0,1,F,7,Medium,7,Medium,1,32,1182,1
Female,29,Adult,Other,0,4,0,0,0,F,4,Low,2,Low,0,0,89,2
Male,48,Adult,Other,0,9,0,1,8,F,9,High,4,Low,8,10,11,2
Male,30,Adult,Other,0,7,0,1,6,M,7,Medium,3,Low,6,0,336,2
Male,26,Adult,Other,0,10,1,0,10,F,10,High,10,High,10,1,34,2
Male,36,Adult,White,0,5,0,0,2,F,5,Medium,3,Low,2,0,848,1
Male,37,Adult,Other,0,9,0,0,12,F,9,High,8,High,12,0,173,2
Male,26,Adult,Other,0,6,0,0,4,F,6,Medium,3,Low,4,45,219,2
Male,29,Adult,Other,0,10,0,0,7,M,10,High,9,High,7,9,449,2
Male,26,Adult,Other,0,6,0,0,1,M,6,Medium,5,Medium,1,29,145,2
Male,60,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,1,924,1
Male,27,Adult,White,0,7,0,0,2,F,7,Medium,6,Medium,2,0,61,2
Male,41,Adult,Other,2,7,0,0,16,F,7,Medium,5,Medium,16,0,349,2
Male,22,Young,White,0,6,0,1,1,F,6,Medium,7,Medium,1,0,82,1
Male,28,Adult,Other,0,7,0,0,3,F,7,Medium,8,High,3,0,966,1
Male,33,Adult,Other,0,6,0,0,13,F,6,Medium,4,Low,13,0,564,2
Male,28,Adult,Other,0,2,0,0,2,F,2,Low,3,Low,2,124,170,1
Male,55,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,203,2
Male,21,Young,Other,0,8,1,0,6,F,8,High,7,Medium,6,0,214,2
Male,28,Adult,Other,0,3,0,0,2,F,3,Low,2,Low,2,1,446,2
Female,22,Young,Other,0,2,0,0,0,M,2,Low,4,Low,0,0,780,1
Female,29,Adult,White,0,7,0,0,6,F,7,Medium,2,Low,6,66,73,2
Male,45,Adult,Other,0,1,0,0,5,F,1,Low,1,Low,5,0,230,1
Male,24,Young,Other,0,8,0,0,2,M,8,High,6,Medium,2,50,125,2
Male,50,Adult,Other,0,1,0,0,12,F,1,Low,1,Low,12,0,283,2
Male,24,Young,Other,0,6,0,0,1,M,6,Medium,6,Medium,1,1,431,2
Male,47,Adult,Other,0,2,0,0,1,F,2,Low,3,Low,1,49,1165,1
Male,57,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,948,1
Male,54,Adult,White,0,1,0,0,6,F,1,Low,1,Low,6,1,1113,1
Female,42,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,1100,1
Male,35,Adult,White,0,3,0,0,5,F,3,Low,2,Low,5,0,1106,1
Male,30,Adult,Other,0,4,0,0,0,F,4,Low,2,Low,0,0,303,2
Male,53,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,1143,1
Female,31,Adult,Other,0,3,0,0,2,M,3,Low,2,Low,2,1,763,1
Male,83,Adult,White,0,1,0,0,4,F,1,Low,1,Low,4,0,967,1
Male,46,Adult,Other,0,6,0,0,15,F,6,Medium,7,Medium,15,0,948,1
Male,31,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,0,154,2
Male,23,Young,Other,0,10,0,0,4,F,10,High,10,High,4,1,960,1
Male,47,Adult,Other,0,4,0,0,9,F,4,Low,2,Low,9,64,861,1
Male,31,Adult,Other,0,6,0,0,4,F,6,Medium,2,Low,4,0,998,1
Male,50,Adult,Other,0,8,0,0,0,M,8,High,5,Medium,0,23,927,1
Male,24,Young,Other,0,9,1,0,9,M,9,High,5,Medium,9,2,35,2
Female,22,Young,Other,0,9,1,0,2,F,9,High,8,High,2,2,899,1
Male,45,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,1148,1
Female,30,Adult,Other,0,2,0,0,2,F,2,Low,2,Low,2,0,800,1
Male,30,Adult,Other,0,8,0,0,5,M,8,High,3,Low,5,5,493,2
Male,36,Adult,Other,0,2,0,0,4,M,2,Low,3,Low,4,0,869,1
Female,43,Adult,White,0,10,0,0,22,M,10,High,4,Low,22,26,28,2
Male,50,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1075,1
Female,24,Young,Other,0,4,0,0,2,F,4,Low,3,Low,2,0,94,2
Female,42,Adult,White,0,5,0,0,3,F,5,Medium,1,Low,3,0,574,1
Female,29,Adult,White,0,7,0,0,1,F,7,Medium,5,Medium,1,12,228,2
Female,28,Adult,Other,0,3,0,0,2,F,3,Low,3,Low,2,0,998,1
Male,31,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,1104,1
Male,25,Young,Other,0,9,0,0,5,F,9,High,6,Medium,5,53,73,2
Male,36,Adult,Other,0,5,0,0,4,F,5,Medium,3,Low,4,1,184,1
Male,24,Young,Other,0,5,0,0,1,M,5,Medium,7,Medium,1,1,409,2
Male,28,Adult,White,0,5,0,0,5,F,5,Medium,4,Low,5,0,1083,1
Male,31,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,326,2
Male,23,Young,Other,0,4,0,0,0,F,4,Low,6,Medium,0,2,565,1
Male,29,Adult,White,0,6,0,0,4,M,6,Medium,3,Low,4,6,39,2
Male,51,Adult,Other,0,5,0,0,11,M,5,Medium,7,Medium,11,78,639,2
Male,34,Adult,Other,0,5,0,0,1,F,5,Medium,3,Low,1,0,1177,1
